date,price
2019-10-15,5926
2019-10-16,6000
2019-10-17,6032
2019-10-18,6034
2019-10-21,6074
2019-10-22,6042
2019-10-23,6084
2019-10-24,6136
2019-10-25,6186
2019-10-28,6236
2019-10-29,6202
2019-10-30,6256
2019-10-31,6230
2019-11-01,6268
2019-11-04,6336
2019-11-05,6378
2019-11-06,6350
2019-11-07,6342
2019-11-08,6388
2019-11-11,6484
2019-11-12,6464
2019-11-13,6384
2019-11-14,6348
2019-11-15,6254
2019-11-18,6284
2019-11-19,6278
2019-11-20,6394
2019-11-21,6378
2019-11-22,6346
2019-11-25,6372
2019-11-26,6254
2019-11-27,6222
2019-11-28,6214
2019-11-29,6294
2019-12-02,6204
2019-12-03,6236
2019-12-04,6240
2019-12-05,6294
2019-12-06,6324
2019-12-09,6378
2019-12-10,6378
2019-12-11,6324
2019-12-12,6386
2019-12-13,6464
2019-12-16,6478
2019-12-17,6586
2019-12-18,6552
2019-12-19,6558
2019-12-20,6622
2019-12-23,6578
2019-12-24,6576
2019-12-25,6568
2019-12-26,6606
2019-12-27,6768
2019-12-30,6764
2019-12-31,6808
2020-01-02,6800
2020-01-03,6812
2020-01-06,6826
2020-01-07,6886
2020-01-08,6848
2020-01-09,6926
2020-01-10,6938
2020-01-13,6872
2020-01-14,6758
2020-01-15,6670
2020-01-16,6586
2020-01-17,6596
2020-01-20,6626
2020-01-21,6442
2020-01-22,6530
2020-01-23,6440
2020-02-03,6040
2020-02-04,6050
2020-02-05,6158
2020-02-06,6250
2020-02-07,6236
2020-02-10,6174
2020-02-11,6096
2020-02-12,6044
2020-02-13,5974
2020-02-14,5904
2020-02-17,5962
2020-02-18,5864
2020-02-19,5868
2020-02-20,5950
2020-02-21,5942
2020-02-24,5896
2020-02-25,5826
2020-02-26,5798
2020-02-27,5796
2020-02-28,5566
2020-03-02,5678
2020-03-03,5666
2020-03-04,5726
2020-03-05,5776
2020-03-06,5678
2020-03-09,5466
2020-03-10,5474
2020-03-11,5422
2020-03-12,5282
2020-03-13,5280
2020-03-16,5244
2020-03-17,5234
2020-03-18,5320
2020-03-19,5422
2020-03-20,5492
2020-03-23,5506
2020-03-24,5566
2020-03-25,5670
2020-03-26,5516
2020-03-27,5510
2020-03-30,5558
2020-03-31,5468
2020-04-01,5446
2020-04-02,5496
2020-04-03,5458
2020-04-07,5548
2020-04-08,5600
2020-04-09,5672
2020-04-10,5580
2020-04-13,5564
2020-04-14,5492
2020-04-15,5524
2020-04-16,5526
2020-04-17,5558
2020-04-20,5476
2020-04-21,5340
2020-04-22,5386
2020-04-23,5514
2020-04-24,5444
2020-04-27,5352
2020-04-28,5352
2020-04-29,5344
2020-04-30,5378
2020-05-06,5314
2020-05-07,5356
2020-05-08,5370
2020-05-11,5364
2020-05-12,5320
2020-05-13,5392
2020-05-14,5324
2020-05-15,5416
2020-05-18,5420
2020-05-19,5422
2020-05-20,5448
2020-05-21,5458
2020-05-22,5392
2020-05-25,5466
2020-05-26,5484
2020-05-27,5522
2020-05-28,5542
2020-05-29,5646
2020-06-01,5660
2020-06-02,5638
2020-06-03,5684
2020-06-04,5644
2020-06-05,5682
2020-06-08,5686
2020-06-09,5772
2020-06-10,5704
2020-06-11,5694
2020-06-12,5660
2020-06-15,5572
2020-06-16,5660
2020-06-17,5652
2020-06-18,5668
2020-06-19,5804
2020-06-22,5784
2020-06-23,5754
2020-06-24,5756
2020-06-29,5586
2020-06-30,5644
2020-07-01,5662
2020-07-02,5736
2020-07-03,5778
2020-07-06,5840
2020-07-07,5746
2020-07-08,5792
2020-07-09,5838
2020-07-10,5776
2020-07-13,5816
2020-07-14,5884
2020-07-15,5914
2020-07-16,5952
2020-07-17,6124
2020-07-20,6228
2020-07-21,6196
2020-07-22,6180
2020-07-23,6268
2020-07-24,6230
2020-07-27,6114
2020-07-28,6016
2020-07-29,6138
2020-07-30,6258
2020-07-31,6224
2020-08-03,6396
2020-08-04,6430
2020-08-05,6282
2020-08-06,6288
2020-08-07,6264
2020-08-10,6196
2020-08-11,6188
2020-08-12,6130
2020-08-13,6418
2020-08-14,6362
2020-08-17,6472
2020-08-18,6474
2020-08-19,6528
2020-08-20,6406
2020-08-21,6380
2020-08-24,6374
2020-08-25,6344
2020-08-26,6484
2020-08-27,6540
2020-08-28,6648
2020-08-31,6682
2020-09-01,6710
2020-09-02,6700
2020-09-03,6772
2020-09-04,6742
2020-09-07,6786
2020-09-08,6906
2020-09-09,6802
2020-09-10,6798
2020-09-11,6832
2020-09-14,6998
2020-09-15,6968
2020-09-16,7040
2020-09-17,7180
2020-09-18,7330
2020-09-21,7446
2020-09-22,7172
2020-09-23,7012
2020-09-24,6876
2020-09-25,6914
2020-09-28,6924
2020-09-29,6926
2020-09-30,6752
2020-10-09,7036
2020-10-12,7210
2020-10-13,7162
2020-10-14,7158
2020-10-15,7088
2020-10-16,6992
2020-10-19,6846
2020-10-20,6938
2020-10-21,7038
2020-10-22,7156
2020-10-23,7108
2020-10-26,7258
2020-10-27,7290
2020-10-28,7260
2020-10-29,7216
2020-10-30,7166
2020-11-02,7116
2020-11-03,7346
2020-11-04,7400
2020-11-05,7406
2020-11-06,7508
2020-11-09,7388
2020-11-10,7430
2020-11-11,7600
2020-11-12,7546
2020-11-13,7612
2020-11-16,7742
2020-11-17,7856
2020-11-18,7832
2020-11-19,7984
2020-11-20,7916
2020-11-23,7724
2020-11-24,7712
2020-11-25,7794
2020-11-26,7790
2020-11-27,7760
2020-11-30,7326
2020-12-01,7320
2020-12-02,7212
2020-12-03,7314
2020-12-04,7388
2020-12-07,7422
2020-12-08,7244
2020-12-09,7266
2020-12-10,7254
2020-12-11,7422
2020-12-14,7504
2020-12-15,7458
2020-12-16,7558
2020-12-17,7572
2020-12-18,7720
2020-12-21,7700
2020-12-22,7508
2020-12-23,7662
2020-12-24,7860
2020-12-25,7940
2020-12-28,7740
2020-12-29,7712
2020-12-30,7840
2020-12-31,7894
2021-01-04,7984
2021-01-05,7962
2021-01-06,8134
2021-01-07,8164
2021-01-08,8148
2021-01-11,8058
2021-01-12,8008
2021-01-13,7978
2021-01-14,7748
2021-01-15,7666
2021-01-18,7742
2021-01-19,7688
2021-01-20,7542
2021-01-21,7640
2021-01-22,7548
2021-01-25,7588
2021-01-26,7604
2021-01-27,7818
2021-01-28,7806
2021-01-29,7854
2021-02-01,7782
2021-02-02,7710
2021-02-03,7538
2021-02-04,7618
2021-02-05,7722
2021-02-08,7760
2021-02-09,7986
2021-02-10,7988
2021-02-18,8194
2021-02-19,8282
2021-02-22,8390
2021-02-23,8466
2021-02-24,8590
2021-02-25,8748
2021-02-26,8660
2021-03-01,8858
2021-03-02,8754
2021-03-03,8816
2021-03-04,8972
2021-03-05,8978
2021-03-08,9388
2021-03-09,9348
2021-03-10,9362
2021-03-11,9250
2021-03-12,9280
2021-03-15,9402
2021-03-16,9320
2021-03-17,9280
2021-03-18,9080
2021-03-19,8862
2021-03-22,8940
2021-03-23,9238
2021-03-24,9268
2021-03-25,9228
2021-03-26,8726
2021-03-29,8680
2021-03-30,7884
2021-03-31,7782
2021-04-01,8048
2021-04-02,8092
2021-04-06,8236
2021-04-07,8242
2021-04-08,8064
2021-04-09,8054
2021-04-12,7946
2021-04-13,8028
2021-04-14,8070
2021-04-15,8096
2021-04-16,8248
2021-04-19,8232
2021-04-20,8362
2021-04-21,8488
2021-04-22,8588
2021-04-23,8708
2021-04-26,8524
2021-04-27,8636
2021-04-28,8458
2021-04-29,8506
2021-04-30,8446
2021-05-06,8896
2021-05-07,8980
2021-05-10,8850
2021-05-11,8850
2021-05-12,9172
2021-05-13,9188
2021-05-14,8964
2021-05-17,8892
2021-05-18,9120
2021-05-19,8970
2021-05-20,8880
2021-05-21,8512
2021-05-24,8486
2021-05-25,8576
2021-05-26,8640
2021-05-27,8432
2021-05-28,8606
2021-05-31,8546
2021-06-01,8636
2021-06-02,8834
2021-06-03,9112
2021-06-04,8932
2021-06-07,9006
2021-06-08,8736
2021-06-09,8722
2021-06-10,8812
2021-06-11,8628
2021-06-15,8254
2021-06-16,8038
2021-06-17,8032
2021-06-18,7790
