date,price
2023-02-10,3181
2023-02-13,3225
2023-02-14,3231
2023-02-15,3174
2023-02-16,3171
2023-02-17,3172
2023-02-20,3204
2023-02-21,3199
2023-02-22,3214
2023-02-23,3179
2023-02-24,3192
2023-02-27,3154
2023-02-28,3103
2023-03-01,3060
2023-03-02,3041
2023-03-03,3035
2023-03-06,3047
2023-03-07,3067
2023-03-08,3061
2023-03-09,3070
2023-03-10,3044
2023-03-13,3060
2023-03-14,3046
2023-03-15,3019
2023-03-16,2988
2023-03-17,2969
2023-03-20,2905
2023-03-21,2903
2023-03-22,2872
2023-03-23,2819
2023-03-24,2776
2023-03-27,2773
2023-03-28,2797
2023-03-29,2786
2023-03-30,2792
2023-03-31,2750
2023-04-03,2885
2023-04-04,2909
2023-04-06,2880
2023-04-07,2845
2023-04-10,2841
2023-04-11,2881
2023-04-12,2847
2023-04-13,2906
2023-04-14,2876
2023-04-17,2891
2023-04-18,2949
2023-04-19,2913
2023-04-20,2832
2023-04-21,2790
2023-04-24,2853
2023-04-25,2884
2023-04-26,2927
2023-04-27,2926
2023-04-28,2998
2023-05-04,2919
2023-05-05,2987
2023-05-08,3024
2023-05-09,3042
2023-05-10,2988
2023-05-11,2983
2023-05-12,3045
2023-05-15,3023
2023-05-16,3053
2023-05-17,2994
2023-05-18,3057
2023-05-19,3022
2023-05-22,3012
2023-05-23,3082
2023-05-24,3007
2023-05-25,2988
2023-05-26,2981
2023-05-29,2930
2023-05-30,2925
2023-05-31,2924
2023-06-01,2981
2023-06-02,2898
2023-06-05,3018
2023-06-06,2976
2023-06-07,2974
2023-06-08,2952
2023-06-09,2996
2023-06-12,3005
2023-06-13,3051
2023-06-14,3033
2023-06-15,3089
2023-06-16,3167
2023-06-19,3213
2023-06-20,3276
2023-06-21,3350
2023-06-26,3331
2023-06-27,3285
2023-06-28,3279
2023-06-29,3322
2023-06-30,3338
2023-07-03,3584
2023-07-04,3523
2023-07-05,3529
2023-07-06,3618
2023-07-07,3606
2023-07-10,3617
2023-07-11,3637
2023-07-12,3689
2023-07-13,3753
2023-07-14,3757
2023-07-17,3720
2023-07-18,3680
2023-07-19,3753
2023-07-20,3767
2023-07-21,3701
2023-07-24,3656
2023-07-25,3749
2023-07-26,3715
2023-07-27,3720
2023-07-28,3683
2023-07-31,3379
2023-08-01,3421
2023-08-02,3439
2023-08-03,3483
2023-08-04,3512
2023-08-07,3509
2023-08-08,3468
2023-08-09,3504
2023-08-10,3527
2023-08-11,3532
2023-08-14,3558
2023-08-15,3550
2023-08-16,3628
2023-08-17,3723
2023-08-18,3786
2023-08-21,3472
2023-08-22,3332
